open_ms	open	high	low	close	volume	close_ms
1766952000000	87520.75	88049.53	87435.0	87952.71	868.8387	1766966399999
1766966400000	87952.71	90169.06	87813.17	90123.55	4759.05691	1766980799999
1766980800000	90123.55	90406.08	89507.03	89617.71	3502.98691	1766995199999
1766995200000	89617.71	89825.01	87567.65	87567.66	4608.77018	1767009599999
1767009600000	87567.65	88190.71	86806.5	87691.62	4178.35066	1767023999999
1767024000000	87691.62	87996.22	87312.34	87366.23	1457.68333	1767038399999
1767038400000	87366.23	87597.59	87071.49	87237.13	1388.13776	1767052799999
1767052800000	87237.13	87423.65	86845.66	87379.0	1520.57005	1767067199999
1767067200000	87378.99	87600.0	87157.07	87502.85	1077.59137	1767081599999
1767081600000	87502.85	88224.76	87502.84	87903.89	2468.25039	1767095999999
1767096000000	87903.89	89159.52	87834.01	89016.35	3882.44573	1767110399999
1767110400000	89016.36	89400.0	87960.2	88226.16	2912.38545	1767124799999
1767124800000	88226.15	88573.65	87886.46	88485.49	1244.66702	1767139199999
1767139200000	88485.5	88819.8	88172.15	88453.04	1131.98072	1767153599999
1767153600000	88453.04	88638.76	88325.06	88613.12	972.41187	1767167999999
1767168000000	88613.11	89046.6	88393.52	89011.52	1674.66744	1767182399999
1767182400000	89011.51	89200.0	87766.59	87953.97	3261.85615	1767196799999
1767196800000	87953.97	88053.49	87400.41	87541.85	2936.14316	1767211199999
1767211200000	87541.85	87879.04	87250.0	87648.22	1581.56113	1767225599999
1767225600000	87648.21	88088.1	87632.74	87846.02	833.74412	1767239999999
1767240000000	87846.01	87854.81	87550.43	87631.88	1108.52485	1767254399999
1767254400000	87631.88	88024.64	87631.87	88024.64	819.82493	1767268799999
1767268800000	88024.64	88113.45	87810.66	88032.18	1005.89204	1767283199999
1767283200000	88032.17	88500.0	87879.03	88391.15	1140.33499	1767297599999
1767297600000	88391.16	88919.45	88240.0	88839.04	1371.2504	1767311999999
1767312000000	88839.05	89120.01	88379.88	88950.65	1615.06136	1767326399999
1767326400000	88950.64	89079.44	88576.56	88857.61	1190.3172	1767340799999
1767340800000	88857.6	89942.44	88758.94	89502.95	3334.56621	1767355199999
1767355200000	89502.94	90135.0	88459.96	89418.11	4573.8437	1767369599999
1767369600000	89418.1	90961.81	89205.92	89897.23	5155.47201	1767383999999
1767384000000	89897.23	90400.0	89636.77	89995.13	1527.71253	1767398399999
