open_ms	open	high	low	close	volume	close_ms
1613347200000	48580.47	58352.8	45570.79	57408.57	533487.799699	1613951999999
1613952000000	57412.35	57508.47	43000.0	45135.66	737125.746365	1614556799999
1614556800000	45134.11	52640.0	44950.53	50971.75	490819.562968	1615161599999
1615161600000	50959.11	61844.0	49274.67	58968.31	514559.698685	1615766399999
1615766400000	58976.08	60633.43	53271.34	57351.56	463194.21418	1616371199999
1616371200000	57351.56	58430.73	50427.56	55777.63	446278.628413	1616975999999
1616976000000	55777.65	60200.0	54800.01	58202.01	367477.893273	1617580799999
1617580800000	58202.01	61500.0	55473.0	60002.43	375865.593614	1618185599999
1618185600000	59998.8	64854.0	50931.3	56150.01	549048.298032	1618790399999
1618790400000	56150.01	57526.81	46930.0	49066.77	568462.85096	1619395199999
1619395200000	49066.76	58458.07	48753.44	56578.21	395983.456013	1619999999999
1620000000000	56578.21	59500.0	52900.0	58240.84	504478.926303	1620604799999
1620604800000	58240.83	59500.0	43825.39	46431.5	684880.148197	1621209599999
1621209600000	46426.83	46686.0	30000.0	34655.25	1386781.052144	1621814399999
1621814400000	34681.44	40841.0	33379.0	35641.27	786531.163941	1622419199999
1622419200000	35641.26	39476.0	34153.84	35796.31	528299.504937	1623023999999
1623024000000	35796.31	39380.0	31000.0	39020.57	700065.604915	1623628799999
1623628800000	39020.56	41330.0	33336.0	35600.16	610333.962089	1624233599999
1624233600000	35600.17	35750.0	28805.0	34700.34	907073.707598	1624838399999
1624838400000	34702.49	36600.0	32699.0	35286.51	464791.763593	1625443199999
1625443200000	35288.13	35293.78	32077.0	34258.99	359766.235404	1626047999999
1626048000000	34259.0	34678.43	31020.0	31778.56	306160.987079	1626652799999
1626652800000	31778.57	35398.0	29278.0	35381.02	383262.217154	1627257599999
1627257600000	35381.02	42599.0	35205.78	39845.44	568598.509606	1627862399999
1627862400000	39850.27	45310.0	37332.7	43794.37	463107.670711	1628467199999
1628467200000	43794.36	48144.0	42779.0	46973.82	372867.979811	1629071999999
1629072000000	46973.82	49757.04	43927.7	49239.22	357634.462155	1629676799999
1629676800000	49239.22	50500.0	46250.0	48767.83	298905.697042	1630281599999
1630281600000	48767.84	51900.0	46512.0	51756.88	327484.443638	1630886399999
1630886400000	51756.88	52920.0	42843.05	46025.24	399602.39982	1631491199999
1631491200000	46025.23	48843.2	43370.0	47241.75	289430.44387	1632095999999
1632096000000	47241.75	47347.25	39600.0	43160.9	437174.23273	1632700799999
1632700800000	43160.9	49228.08	40753.88	48200.01	290620.78115	1633305599999
1633305600000	48200.01	56561.31	46891.0	54659.0	424292.258599	1633910399999
1633910400000	54659.01	62933.0	53879.0	61528.33	362346.263174	1634515199999
1634515200000	61528.32	67000.0	59510.63	60852.22	336367.00881	1635119999999
